#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Special_Tiles|Inv_Image|Wield_Image|Draw_Type|Vis_Scale|Wld_Scale|Param_Type|ParamType2|Place_Param2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Floodable|Waving|Use_Alpha|Sun_Prop|Liquid_Point|Damage_Per_Second|Grnd_Cnt|Leg_wall|MaxLight|Grow|Eat|Groups|Max_Drops|Drops|Sounds|Dig_Predict|Place_Predict|NodeBox|SelBox|ColBox|Mesh|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|OnConstruct|OnTimer|TimerTrig|TimerAct|AfterPlace|OnPlace
#
#BUSHES, SHRUBS
#
#CACTII
#cactus_01_seedling||||default_large_cactus_seedling.png||||||||||||||||||||||||||||||||||||||||||||||||
fruit_cocoa_1|Fruit - Cocoa 1|||lib_ecology_fruit_cocoa_1.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_cocoa_2|Fruit - Cocoa 2|||lib_ecology_fruit_cocoa_2.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_cocoa_3|Fruit - Cocoa 3|||lib_ecology_fruit_cocoa_3.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_coconut|Fruit - Coconut|||lib_ecology_fruit_coconut.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||4|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_dates|Fruit - Dates|||lib_ecology_fruit_dates.png||||plantlike|8||light||||FALSE||||||||TRUE|||FALSE||||4|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_fir_cone|Fruit - Fir Cone|||lib_ecology_fruit_fir_cone.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||1|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_karaka|Fruit - Karaka|||lib_ecology_fruit_karaka.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_kawakawa|Fruit - Kawakawa|||lib_ecology_fruit_kawakawa.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_lavender|Fruit - lavender|||lib_ecology_fruit_lavender.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||1|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_lemon|Fruit - Lemon|||lib_ecology_fruit_lemon.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||2|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_lumin_spore|Fruit - Lumin Spore|||lib_ecology_fruit_lumin_spore.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||2|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_mirabelle|Fruit - Mirabelle|||lib_ecology_fruit_mirabelle.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_miro|Fruit - Miro|||lib_ecology_fruit_miro.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_orange|Fruit - Orange|||lib_ecology_fruit_orange.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_pine_cone|Fruit - Pine Cone|||lib_ecology_fruit_pine_cone.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||1|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_spruce_cone|Fruit - Spruce Cone|||lib_ecology_fruit_spruce_cone.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||1|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_tawa|Fruit - Tawa|||lib_ecology_fruit_tawa.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
#
#VALC
#
#GRASS
#
#GROUND
#
#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Special_Tiles|Inv_Image|Wield_Image|Draw_Type|Vis_Scale|Wld_Scale|Param_Type|ParamType2|Place_Param2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Floodable|Waving|Use_Alpha|Sun_Prop|Liquid_Point|Damage_Per_Second|Grnd_Cnt|Leg_wall|MaxLight|Grow|Eat|Groups|Max_Drops|Drops|Sounds|Dig_Predict|Place_Predict|NodeBox|SelBox|ColBox|Mesh|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|OnConstruct|OnTimer|TimerTrig|TimerAct|AfterPlace|OnPlace
#MISC
logpile|Logpile|||lib_ecology_tree_default_trunk.png^[transformR90,lib_ecology_tree_default_trunk.png^[transformR90,lib_ecology_tree_default_trunk.png^[transformR90,lib_ecology_tree_default_trunk.png^[transformR90,lib_ecology_tree_default_trunk_top.png,lib_ecology_tree_default_trunk_top.png||||nodebox|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||-0.5,-0.4375,-0.5,-0.0625,-0.125,0.5;0.0625,-0.4375,-0.5,0.5,-0.125,0.5;0.125,-0.5,-0.5,0.4375,-0.0625,0.5;-0.4375,-0.5,-0.5,-0.125,-0.0625,0.5;-0.125,-0.0625,-0.5,0.1875,0.375,0.5;-0.1875,0,-0.5,0.25,0.3125,0.5|||||||||||||||
#
#MUSHROOMS
mushroom_01_trunk|Mushroom 01 Trunk|||lib_ecology_mushroom_01_trunk_top.png,lib_ecology_mushroom_01_trunk_top.png,lib_ecology_mushroom_01_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_02_trunk|Mushroom 02 Trunk|||lib_ecology_mushroom_02_trunk_top.png,lib_ecology_mushroom_02_trunk_top.png,lib_ecology_mushroom_02_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_03_trunk|Mushroom 03 Trunk|||lib_ecology_mushroom_01_trunk_top.png,lib_ecology_mushroom_01_trunk_top.png,lib_ecology_mushroom_03_trunk.png||||nodebox|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_blue_cave|Mushroom - Blue Cave|||lib_ecology_mushroom_blue_cave.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
mushroom_brown|Mushroom - Brown|||lib_ecology_mushroom_brown.png||||plantlike|||light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
mushroom_cap_blue|Mushroom - Cap Blue|||lib_ecology_mushroom_cap_blue.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_blue_spotted|Mushroom - Cap Blue Spotted|||lib_ecology_mushroom_cap_red_02.png^lib_ecology_mushroom_cap_blue_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_cyan_spotted|Mushroom - Cap Cyan Spotted|||lib_ecology_mushroom_cap_purple.png^lib_ecology_mushroom_cap_cyan_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_brown_01|Mushroom - Cap Brown 01|||lib_ecology_mushroom_cap_brown_01.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_brown_02|Mushroom - Cap Brown 02|||lib_ecology_mushroom_cap_brown_02.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_green|Mushroom - Cap Green Light|||lib_ecology_mushroom_cap_green.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_green_spotted|Mushroom - Cap Green Spotted|||lib_ecology_mushroom_cap_red_01.png^lib_ecology_mushroom_cap_green_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_green_dk|Mushroom - Cap Green Dark|||lib_ecology_mushroom_cap_green_dk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_green_dk_spotted|Mushroom - Cap Dark Dark Green Spotted|||lib_ecology_mushroom_cap.png^lib_ecology_mushroom_cap_green_dk_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_mottled|Mushroom - Cap Mottled|||lib_ecology_mushroom_cap_mottled.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_pink_spotted|Mushroom - Cap Pink Spotted|||lib_ecology_mushroom_cap_purple.png^lib_ecology_mushroom_cap_pink_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_purple|Mushroom - Cap Purple|||lib_ecology_mushroom_cap_purple.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_purple_spotted|Mushroom - Cap Purple Spotted|||lib_ecology_mushroom_cap_red_02.png^lib_ecology_mushroom_cap_purple_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_red_01|Mushroom - Cap Red 01|||lib_ecology_mushroom_cap_red_01.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_red_02|Mushroom - Cap Red 02|||lib_ecology_mushroom_cap_red_02.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_red_spotted|Mushroom - Cap Red Spotted|||lib_ecology_mushroom_cap_red_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_tan|Mushroom - Cap Tan|||lib_ecology_mushroom_cap_tan.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_yellow_spotted|Mushroom - Cap Yellow Spotted|||lib_ecology_mushroom_cap_brown_01.png^lib_ecology_mushroom_cap_yellow_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_yellow_spotted_blue|Mushroom - Cap Yellow Spotted Blue|||lib_ecology_mushroom_cap_blue.png^lib_ecology_mushroom_cap_yellow_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_yellow_spotted_brown|Mushroom - Cap Yellow Spotted Brown|||lib_ecology_mushroom_cap_brown_01.png^lib_ecology_mushroom_cap_yellow_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_yellow_spotted_cyan|Mushroom - Cap Yellow Spotted Cyan|||lib_ecology_mushroom_cap_cyan.png^lib_ecology_mushroom_cap_yellow_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_yellow_spotted_green|Mushroom - Cap Yellow Spotted Green|||lib_ecology_mushroom_cap_green_dk.png^lib_ecology_mushroom_cap_yellow_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_yellow_spotted_purple|Mushroom - Cap Yellow Spotted Purple|||lib_ecology_mushroom_cap_purple.png^lib_ecology_mushroom_cap_yellow_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_yellow_spotted_red|Mushroom - Cap Yellow Spotted Red|||lib_ecology_mushroom_cap_red.png^lib_ecology_mushroom_cap_yellow_spotted.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
mushroom_cap_yellow_mottled|Mushroom - Cap Yellow Mottled|||lib_ecology_mushroom_cap.png^lib_ecology_mushroom_cap_yellow_mottled.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood||||||||||||||||||
