#Cell_Idx|Cell_Z|Cell_X|Tier
#C_Idx|C_Z|C_X|Tier
#North America|||
105|11223|859|2
106|16289|-17556|2
107|26957|-1284|2
108|9710|8714|2
109|-4829|-3519|2
110|10291|-17574|2
111|-22958|-18704|2
112|-8139|-14952|2
113|-14057|6030|2
114|-9905|-207|2
115|-18265|-22858|2
116|13570|20326|2
117|25190|7948|2
118|-1571|17296|2
119|12021|-765|2
120|-9837|26701|2
121|21527|3655|2
122|-8551|25350|2
123|-26503|-19779|2
124|-9866|-25181|2
125|-2651|10815|2
126|-20066|15675|2
127|16960|-15916|2
128|-24582|15918|2
129|7145|20686|2
130|-8857|9529|2
131|-25410|-24171|2
132|4955|-26256|2
133|-14874|14892|2
134|12070|-16921|2
135|-2118|17966|2
136|-163|18264|2
137|3605|18188|2
138|-16292|-15320|2
139|-12334|-17956|2
140|-26158|-16159|2
141|26902|26363|2
142|-15865|-14889|2
143|-4849|-17418|2
144|18444|10069|2
145|-16217|22443|2
146|16119|7771|2
147|6511|14428|2
148|14690|-14245|2
149|-3992|16037|2
150|-18341|24882|2
151|12949|10269|2
152|19203|21448|2
153|19190|2005|2
154|13859|-5018|2
155|14613|-716|2
156|17492|-22290|2
157|-1692|-15915|2
158|-3995|664|2
159|14837|-23015|2
160|25426|-16607|2
161|-14760|17732|2
162|-9044|24964|2
163|7533|19924|2
164|16637|9624|2
165|16295|-6051|2
166|-22980|1156|2
167|25160|10171|2
168|22622|25219|2
169|-11030|7368|2
170|15820|-10489|2
171|-15987|-13854|2
172|-26661|20839|2
173|18391|-22875|2
174|-1996|3940|2
175|-4405|2658|2
176|3127|-5403|2
177|-24626|7305|2
178|15775|-1738|2
179|-11205|-19115|2
180|4465|-4956|2
181|17929|2997|2
182|-26832|-24437|2
183|25372|-2249|2
184|-7809|-18073|2
185|21282|-14355|2
186|-26701|22215|2
187|-20934|12019|2
188|23417|20138|2
189|-6098|917|2
190|-10537|-10704|2
191|3635|-10464|2
192|-7145|1820|2
193|5945|-23050|2
194|-19912|-5778|2
195|-4961|15565|2
196|7428|-9645|2
197|-610|13851|2
198|-5646|2167|2
199|-22150|19191|2
200|-13654|-10696|2
201|11098|-25451|2
202|656|-9353|2
203|-14014|-18454|2
204|12340|7570|2
205|-10283|21574|2
206|-19051|-15109|2
207|-16698|-2616|2
208|11795|1780|2
209|11444|-15992|2
210|-1425|-4991|2
211|1091|5234|2
212|34|-4372|2
213|-12845|-5733|2
214|-21462|-16159|2
215|17166|11150|2
216|-26744|-1641|2
217|24844|23244|2
218|24422|-9915|2
219|7255|-21525|2
220|-7605|-2375|2
221|-7922|4541|2
222|19481|-8452|2
223|-15991|-10841|2
224|-14456|-12168|2
225|20058|9233|2
226|-4084|19016|2
227|-4055|-9697|2
228|13163|10480|2
229|23125|5211|2
230|25678|-16245|2
231|-13504|9102|2
232|-6815|-18134|2
233|14129|-9341|2
234|1350|25464|2
235|-389|-23185|2
236|-23657|-20522|2
237|-21734|23065|2
238|9810|26391|2
239|-879|13517|2
240|-3870|12177|2
241|-11571|26877|2
242|-12499|1112|2
243|15502|25692|2
244|17404|-8520|2
245|10621|3873|2
246|25759|-5482|2
247|-7995|20654|2
248|-6283|-15694|2
249|6479|16404|2
250|-12540|-1133|2
251|1972|-26298|2
252|-6996|-17094|2
253|21041|26118|2
254|24793|6159|2
255|-6464|-8600|2
256|-26568|-13361|2
257|21092|12001|2
258|-7716|-19201|2
259|8848|-18928|2
260|8046|-21973|2
261|6146|26982|2
262|-10684|9260|2
263|-5790|272|2
264|-8575|12787|2
265|-6768|2891|2
266|23154|5930|2
267|6103|16412|2
268|14569|9582|2
269|20883|25561|2
270|5663|-7372|2
271|3817|25320|2
272|-25311|25583|2
273|3647|6086|2
274|-25467|17159|2
275|18051|-9079|2
276|-6293|-13390|2
277|-10760|22715|2
278|5729|10785|2
279|25936|26593|2
280|-19005|-10859|2
281|-17699|16416|2
282|23398|11861|2
283|22645|-21755|2
284|11598|7848|2
285|-24749|26165|2
286|-479|25465|2
287|-12621|14483|2
288|146|-20290|2
289|26912|-5985|2
290|-11593|-11989|2
291|-8513|-11734|2
292|3062|26170|2
293|-25725|-25301|2
294|-14307|-2143|2
295|-6478|-23271|2
296|-21120|8827|2
297|2057|8312|2
298|-2893|-21000|2
299|-5481|6568|2
300|14654|-6728|2
301|3670|22357|2
302|-26692|20139|2
303|-3371|14848|2
304|10983|-1259|2
305|-6008|20693|2
306|-7725|20224|2
307|26641|-16659|2
308|-20161|13053|2
309|8734|-26195|2
310|16668|15355|2
311|-11515|-6489|2
312|-4861|22524|2
313|22086|-3430|2
314|26528|2556|2
315|-18328|-1667|2
316|12586|5732|2
317|8845|-1900|2
318|-3508|-17688|2
319|20718|19412|2
320|-3689|-9660|2
321|25993|22489|2
#|||
322|10694|3371|3
323|-2674|15836|3
324|-1597|-14731|3
325|-7961|20657|3
326|-21566|-4380|3
327|24066|-2027|3
328|7354|14164|3
329|-8573|7820|3
330|6272|8991|3
331|-5806|19905|3
332|-15999|17248|3
333|5138|-13238|3
334|9292|18700|3
335|-1065|8405|3
336|-3061|22819|3
337|-26719|19517|3
338|7549|-5784|3
339|-19093|382|3
340|-24267|-13686|3
341|-16866|24180|3
342|20937|-2092|3
343|16700|-12352|3
344|-6713|-25409|3
345|212|-26597|3
346|6190|-17693|3
347|-7451|-22769|3
348|-11217|5097|3
349|-2279|-25717|3
350|-1392|17776|3
351|-19307|-12521|3
352|-4400|3881|3
353|-15043|21834|3
354|19746|16455|3
355|-14212|6807|3
356|4914|-4905|3
357|4602|16952|3
358|-396|13889|3
359|1786|-26474|3
360|26103|26024|3
361|9607|25991|3
362|-24576|17433|3
363|17642|-17132|3
364|25233|7819|3
365|-17885|-18921|3
366|5109|-3552|3
367|-25099|-19252|3
368|2827|-11986|3
369|-10047|9027|3
370|-6952|705|3
371|-24670|-20384|3
372|-7298|-14919|3
373|14963|22013|3
374|-16745|-2404|3
375|14005|-24877|3
376|7025|15822|3
377|2125|-7156|3
378|-5068|-2612|3
379|13620|6760|3
380|20792|-20251|3
381|-13250|-19415|3
382|3303|5613|3
383|22485|-8022|3
384|6236|-4718|3
385|-5236|-25279|3
386|933|-11170|3
387|7178|4540|3
388|4032|-14710|3
389|-10767|-22294|3
390|17960|-9457|3
391|-22082|22462|3
392|-5990|-26351|3
393|-7170|-10513|3
394|-16486|22473|3
395|-16956|-8227|3
396|-2429|-1682|3
397|-22041|14644|3
398|-4794|-15502|3
399|-14415|-19782|3
400|24761|8415|3
401|12508|23077|3
402|23738|-15345|3
403|19827|12703|3
404|5400|-3773|3
405|-13851|-339|3
406|-12940|-24714|3
407|-16138|-24677|3
408|-5134|-19267|3
409|21122|1880|3
410|10874|-22062|3
411|-21860|10955|3
412|1854|-17269|3
413|16887|-18182|3
414|-4285|-18820|3
415|24596|14163|3
416|945|-3634|3
417|-13730|-12216|3
418|11806|-3597|3
419|26234|-20120|3
420|25224|15522|3
421|15635|5192|3
422|23823|-17032|3
423|26047|170|3
424|-13384|20309|3
425|19767|4910|3
426|26728|25409|3
427|26776|12611|3
428|-1055|-20063|3
429|2041|3504|3
430|22139|-2210|3
431|-1043|-16841|3
432|14092|-11616|3
433|-16860|405|3
434|-6825|15381|3
435|3391|-23383|3
436|-8162|-24428|3
437|22528|-14597|3
438|-24207|-1020|3
439|-5946|17867|3
440|19300|-24210|3
441|2485|-19374|3
442|-22832|-8482|3
443|16700|-5262|3
444|23579|-16337|3
445|8349|9869|3
446|9288|13490|3
447|8906|-9004|3
448|19409|-2359|3
449|20746|-19188|3
450|-22092|-16882|3
451|-11397|21901|3
452|-26343|8359|3
453|-18540|-23091|3
454|26774|22904|3
455|23273|20076|3
456|-20433|-2064|3
457|-8357|14339|3
458|20233|10014|3
459|22399|9143|3
460|8101|16817|3
461|-370|-8874|3
462|19695|-10297|3
463|22048|2395|3
464|-18049|4439|3
465|-22879|18761|3
466|-24875|13040|3
467|3658|-5778|3
468|-2692|-6878|3
469|-21794|-4639|3
470|-22318|-23156|3
471|-10986|25370|3
472|-5913|21841|3
473|-5368|22012|3
474|-13036|-18374|3
475|13381|12859|3
476|-5588|1667|3
477|22607|12881|3
478|16121|-9166|3
479|-11420|-21411|3
480|12664|3271|3
481|-21621|-25746|3
482|25237|-4912|3
483|19138|1511|3
484|17830|-12921|3
485|5425|-4552|3
486|26825|-12909|3
487|-24701|4903|3
488|-24745|-20359|3
489|-19248|5078|3
490|15691|-1497|3
491|13799|-22435|3
492|15331|1466|3
493|-7580|17393|3
494|-9642|-7035|3
495|6159|6765|3
496|22273|6877|3
497|-15392|5437|3
498|-26724|-2575|3
499|17624|-1329|3
500|-16818|19273|3
501|12983|-21848|3
502|8521|-16636|3
503|-14277|19083|3
504|14315|-6528|3
505|23494|19659|3
506|24008|1305|3
507|-18368|18073|3
508|-26207|-12302|3
509|-26176|-17676|3
510|-16755|3644|3
511|-26|-21059|3
512|-15980|12081|3
513|18577|-1882|3
514|16602|9535|3
515|18473|-17370|3
516|-18202|18497|3
517|4315|-26164|3
518|-12883|21593|3
519|26664|1608|3
520|11290|-2664|3
521|17655|-19531|3
522|-505|23331|3
523|-10594|25285|3
524|-12361|3246|3
525|10515|-26313|3
526|-11065|-25724|3
527|23807|-19218|3
528|26200|-24832|3
529|-3255|-14092|3
530|14300|-11798|3
531|6096|-25428|3
532|-20234|-10644|3
533|25654|-26006|3
534|-1051|22600|3
535|-19497|12156|3
536|-17103|-11671|3
537|-1885|-17338|3
538|23161|-20308|3
539|-13796|-21759|3
540|24716|-20267|3
541|17618|26272|3
542|2601|25735|3
543|20258|2109|3
544|12143|8832|3
545|-3806|-23147|3
546|14274|18043|3
547|22676|-24646|3
548|19203|-24900|3
549|-22218|15659|3
550|-10577|23058|3
551|-13616|15744|3
552|-13650|-16614|3
553|-5255|18005|3
554|-15195|-26065|3
555|2270|23801|3
556|-23824|-9025|3
557|-19208|-11251|3
558|25770|-16585|3
559|-15860|-15932|3
560|-23930|-26034|3
561|11099|15237|3
562|3303|10757|3
563|-10345|21074|3
564|-1640|-10648|3
565|23297|8192|3
566|-17768|17159|3
567|14641|13298|3
568|-15789|-11954|3
569|-822|-4854|3
570|-575|4551|3
571|-6012|-19461|3
572|-11830|-18944|3
573|21642|22215|3
574|848|5994|3
575|23660|15329|3
576|13602|17693|3
577|9191|12207|3
578|2596|13623|3
579|8264|-22690|3
580|24806|-53|3
581|-17665|20705|3
582|8214|24500|3
583|23146|-541|3
584|12285|-4745|3
585|9796|-16026|3
586|12934|9023|3
587|-18920|-20558|3
588|-16721|13311|3
589|403|-15579|3
590|19540|24197|3
591|20774|15458|3
592|9991|-14187|3
593|-2677|-21740|3
594|12076|-2843|3
595|8939|-1228|3
596|-25878|23509|3
597|-11858|16506|3
598|-5621|4744|3
599|-22769|-15187|3
600|-7211|12641|3
601|-22766|-17248|3
602|-22645|-3725|3
603|-12159|11789|3
604|-5165|8936|3
605|-981|-8473|3
606|-8390|18383|3
607|5229|-19994|3
608|4959|11586|3
609|-3263|2847|3
610|9014|-24831|3
611|-19170|23306|3
612|-13090|834|3
613|19206|-15617|3
614|-433|-26700|3
615|20561|-13575|3
616|7375|-8186|3
617|-13697|1707|3
618|-15035|14773|3
619|-18990|13477|3
620|-21405|-13865|3
621|-13000|-18179|3
622|-2090|5029|3
623|1097|-18186|3
624|-20653|-13568|3
625|-25448|-7589|3
626|-15791|-23642|3
627|7878|14788|3
628|-26934|21394|3
629|-14723|8480|3
630|-2197|16178|3
631|-23266|291|3
632|-14477|22461|3
633|8823|-11441|3
634|17258|16692|3
635|6194|-2145|3
636|-17297|3186|3
637|12382|-26239|3
638|-2002|6974|3
639|-26984|-55|3
640|1894|-15980|3
641|9618|-13926|3
642|1899|25890|3
643|8235|11540|3
644|-20438|-25604|3
645|-19176|10261|3
646|26865|-9166|3
647|2475|26235|3
648|15754|20178|3
649|-9116|25458|3
650|23752|-1298|3
651|-11765|21226|3
652|-25070|11476|3
653|-4296|-5993|3
654|-4042|20644|3
655|18406|-11040|3
656|19219|-8995|3
657|10163|13144|3
658|-9516|-12424|3
659|-20973|11995|3
660|17847|46|3
661|6044|-12600|3
662|20369|-12520|3
663|15004|11239|3
664|5770|12690|3
665|22887|25585|3
666|-8082|-26287|3
667|-5360|18877|3
668|-19541|3433|3
669|7793|25474|3
670|14427|20552|3
671|19218|-15675|3
672|2983|986|3
673|-988|22572|3
674|8493|12941|3
675|8609|10771|3
676|12798|2046|3
677|-26366|5101|3
678|-10574|21855|3
679|-20383|-20427|3
680|26206|-8922|3
681|21975|26173|3
682|847|-23310|3
683|8149|-14979|3
684|-14038|21029|3
685|14819|18271|3
686|13355|-3027|3
687|1199|21154|3
688|-20689|-7|3
689|11736|-8699|3
690|11986|-19620|3
691|21438|-25624|3
692|-2497|26044|3
693|-15510|6492|3
694|-5443|601|3
695|3540|6773|3
696|-10482|-2993|3
697|-26751|2435|3
698|8516|-99|3
699|3846|11875|3
700|-5112|-26666|3
701|928|-24459|3
702|-24004|6320|3
703|-23977|22170|3
704|12455|-8746|3
705|929|-18055|3
706|24442|1925|3
707|13318|-5159|3
708|8432|-9713|3
709|17185|-6319|3
710|-26136|-18452|3
711|2505|21507|3
712|-12817|-8363|3
713|21840|-26111|3
714|9282|-6980|3
715|24988|-23381|3
716|24778|24036|3
717|1523|-25911|3
718|-4984|-20416|3
719|21120|-5140|3
720|7772|42|3
721|-10839|24806|3
722|18739|15289|3
723|-17603|-5001|3
724|-4120|18191|3
725|708|11997|3
726|1181|21137|3
727|-22831|23363|3
728|13832|-803|3
729|-21180|-10877|3
730|13589|-11655|3
731|-11305|21575|3
732|7365|-10507|3
733|8284|12492|3
734|-2745|11154|3
735|26980|-2403|3
736|17956|-7662|3
737|-12041|-26012|3
738|-22363|-8440|3
739|3203|-18591|3
740|23066|23795|3
741|8242|20388|3
742|25512|23268|3
743|-25305|5033|3
744|20056|-3595|3
745|-4874|16392|3
746|23136|-14986|3
747|-21660|24078|3
748|25050|-6|3
749|24688|-126|3
750|-11076|-11264|3
751|1944|2290|3
752|4384|-1697|3
753|-15788|19818|3
754|-13564|-21017|3
755|-19419|-21852|3
756|-16043|13563|3
757|17116|3842|3
758|19092|-6354|3
759|16519|3147|3
760|14176|22797|3
761|-7134|9656|3
762|-10802|-5321|3
763|11307|17162|3
764|-19359|-21145|3
765|16758|12075|3
766|4195|-8842|3
767|-24383|-15041|3
768|15268|2918|3
769|-14827|20513|3
770|13766|13480|3
771|-13467|-22111|3
772|-15922|-20774|3
773|-24883|12328|3
774|19255|26416|3
775|14893|-10409|3
776|23433|-1387|3
777|19692|4903|3
778|-11742|-6160|3
779|10763|-779|3
780|16173|6848|3
781|11770|22494|3
782|-23684|-24147|3
783|23122|22094|3
784|-6773|-21725|3
785|-10239|-8536|3
786|-7815|-5769|3
787|14966|-21257|3
788|-26669|4143|3
789|-13490|-16144|3
790|11126|9335|3
791|14567|24564|3
792|4051|-25548|3
793|12245|-437|3
794|25877|11926|3
795|-12932|-21332|3
796|-1237|25133|3
797|2124|-8633|3
798|2111|9341|3
799|-21211|8390|3
800|-193|-4985|3
801|-25312|20330|3
802|20522|4499|3
803|-4850|-3182|3
804|14319|-10338|3
805|12306|-18038|3
806|11227|-11588|3
807|-5839|-20870|3
808|23524|-9171|3
809|10227|-18829|3
810|-26126|-12443|3
811|23214|-17590|3
812|-26318|22524|3
813|-22839|-12335|3
814|-16692|-372|3
815|-6444|1611|3
816|-4616|-3199|3
817|-19958|-15593|3
818|23921|-24161|3
819|-2855|21079|3
820|-21174|18791|3
821|20913|13102|3
822|14590|-8140|3
823|-24906|-91|3
824|18510|-4480|3
825|12856|-7672|3
826|-17761|8884|3
827|-7855|25639|3
828|26841|24611|3
829|19258|11032|3
830|-5029|-16713|3
831|-11927|-144|3
832|-16069|20383|3
833|-6034|13651|3
834|-9751|12284|3
835|18129|26285|3
836|20517|4792|3
837|-26902|-16752|3
838|-18125|-2223|3
839|-21563|-20867|3
840|15274|5124|3
841|21698|-25902|3
842|-11244|26952|3
843|20480|2596|3
844|-25760|-19744|3
845|-13920|6517|3
846|-20559|5671|3
847|10149|-12838|3
848|3353|16999|3
849|1051|-969|3
850|19720|-11883|3
851|25381|-15596|3
852|6645|-6339|3
853|-25352|-5124|3
854|-15168|15002|3
855|-17605|1765|3
856|-24044|-7510|3
857|-25294|7650|3
858|-2711|3251|3
859|-26156|26738|3
860|-20928|-12835|3
861|-15952|-18142|3
862|-4518|17929|3
863|16795|-16872|3
864|20793|8003|3
865|12561|-9204|3
866|7402|11554|3
867|12607|2072|3
868|7294|-4553|3
869|-7507|9862|3
870|-26632|14660|3
871|13172|-23598|3
872|345|10996|3
873|20177|-19782|3
874|-22745|21590|3
875|-3978|-16238|3
876|24142|9651|3
877|1396|-14352|3
878|-25614|3992|3
879|3353|-25169|3
880|17299|25713|3
881|12175|10092|3
882|-25938|-18545|3
883|15274|5135|3
884|-15795|-24271|3
885|-11111|-23862|3
886|24936|-24164|3
887|-18950|4840|3
888|11630|23262|3
889|-21068|10467|3
890|910|25819|3
891|-23784|-17234|3
892|11190|-8092|3
893|-14067|-1000|3
894|22746|22981|3
895|-4463|24477|3
896|-22665|23208|3
897|-6753|4554|3
898|9468|-19956|3
899|-7909|8488|3
900|9798|9290|3
901|4091|-9800|3
902|12505|25427|3
903|-24854|17843|3
904|-19772|-2686|3
905|9815|17543|3
906|-11460|22426|3
907|25382|-14121|3
908|18404|-20588|3
909|19335|12634|3
910|-17121|-7443|3
911|-20061|-30|3
912|-7949|12884|3
913|7596|9460|3
914|-3467|-1038|3
915|-15324|-26075|3
916|-6427|-5857|3
917|-19258|-14863|3
918|-14968|517|3
919|-9313|9699|3
920|-4653|21016|3
921|-22754|-12710|3
922|2328|9282|3
923|-2030|-23318|3
924|-21205|-20|3
925|-8562|-2315|3
926|-25271|7233|3
927|-25135|26133|3
928|-3983|-23164|3
929|9333|23200|3
930|13715|5384|3
931|4044|-4111|3
932|24096|3747|3
933|-3253|-1385|3
934|22479|11270|3
935|22385|25327|3
936|951|17495|3
937|13997|-13417|3
938|-9134|7820|3
939|911|3251|3
940|15093|4786|3
941|15494|-16304|3
942|-14971|3467|3
943|21598|24246|3
944|-3145|-23127|3
945|-7197|-7534|3
946|23039|7627|3
947|25370|-14113|3
948|-11945|-18062|3
949|6409|-6478|3
950|11912|-21328|3
951|23152|-19319|3
952|19835|-5901|3
953|12011|14093|3
954|10796|-17750|3
955|21247|20265|3
956|-3605|-8369|3
957|-21757|17598|3
958|-11716|26350|3
959|-8365|7684|3
960|-10074|6591|3
961|5954|26749|3
962|-16971|-12062|3
963|14094|21357|3
964|9908|3704|3
965|11871|-18043|3
966|8730|-16439|3
967|5200|-11207|3
968|-8608|-26570|3
969|8091|17518|3
970|-13530|-2370|3
971|-9133|-19218|3
972|11656|1453|3
973|17191|11491|3
974|19967|-20771|3
975|-6147|-937|3
976|18106|-12594|3
977|25571|8075|3
978|-1337|14485|3
979|22160|-9274|3
980|-5275|-10099|3
981|9702|-16643|3
982|320|10179|3
983|-16243|25700|3
984|-4482|-2690|3
985|-5055|7657|3
986|4896|18494|3
987|15187|109|3
988|-17034|-23068|3
989|-17825|-20434|3
990|3526|-16923|3
991|23803|-20623|3
992|-24774|-4706|3
993|-23715|-16143|3
994|25814|-1750|3
995|2604|25742|3
996|-9086|-8537|3
997|-14933|3641|3
998|-20446|18585|3
999|12745|10925|3
1000|-5503|-1851|3
1001|-10705|-6402|3
1002|-16607|12652|3
1003|23403|24458|3
1004|-3203|-7944|3
1005|23232|5835|3
1006|-2349|-17067|3
1007|-12208|1243|3
1008|12867|-21527|3
1009|-4583|-12350|3
1010|12728|-7538|3
1011|11120|12341|3
1012|7748|-7765|3
1013|1239|-26406|3
1014|-8416|-5091|3
1015|-20586|-21181|3
1016|16668|15400|3
1017|-5090|-13119|3
1018|23743|-13586|3
1019|-21891|1460|3
1020|-4764|-11736|3
1021|-17564|-1868|3
1022|26391|-11107|3
1023|-5413|18687|3
1024|10492|-16418|3
1025|-463|-13898|3
1026|-23119|23048|3
1027|-7047|3292|3
1028|12545|901|3
1029|-4237|20214|3
1030|-11591|-5917|3
1031|-5400|14864|3
1032|9482|23288|3
1033|6936|15114|3
1034|-25316|19020|3
1035|23679|21791|3
1036|20235|-23258|3
1037|1600|14048|3
1038|-1706|-4801|3
1039|13136|15028|3
1040|-25765|-8657|3
1041|-10683|-7976|3
1042|-15747|12687|3
1043|-11847|17567|3
1044|-16430|23486|3
1045|25548|25609|3
1046|-21379|17799|3
1047|13074|11194|3
1048|-9688|3310|3
1049|-9628|-17207|3
1050|2162|15633|3
1051|-22773|23515|3
1052|-9632|-3841|3
1053|-14559|938|3
1054|-22678|-2268|3
1055|-9445|-13872|3
1056|-10126|-24973|3
1057|-20315|-20725|3
1058|-20021|23974|3
1059|-23434|-18559|3
1060|-22907|21810|3
1061|-25067|-18523|3
1062|9543|-8090|3
1063|-15509|13538|3
1064|12967|-21631|3
1065|-18853|22479|3
1066|25349|26295|3
1067|20085|26692|3
1068|-2969|26272|3
1069|-8335|-6175|3
1070|-12886|-26305|3
1071|-9691|14035|3
1072|-16591|-19198|3
1073|8564|22139|3
1074|4218|-6400|3
1075|1837|10572|3
1076|7620|5645|3
1077|-18459|-9285|3
1078|7027|24694|3
1079|-24228|25784|3
1080|18839|-11880|3
1081|-10769|22422|3
1082|5484|7617|3
1083|21735|1638|3
1084|-14802|-17785|3
1085|11493|9802|3
1086|21452|6324|3
1087|11934|-13074|3
1088|-20541|-3419|3
1089|11115|-4078|3
1090|20081|-16574|3
1091|-19685|-21956|3
1092|-26806|-15333|3
1093|4805|-15597|3
1094|-24421|24417|3
1095|-4271|-5461|3
1096|-22531|-21112|3
1097|-12644|-3850|3
1098|-24191|-25602|3
1099|15705|1697|3
1100|3405|-20518|3
1101|-3429|-10891|3
1102|-12914|22371|3
1103|-23937|-21915|3
1104|-11302|-6606|3
1105|5751|9394|3
1106|-11767|-22735|3
1107|-24718|13889|3
1108|-9470|-24809|3
1109|-20328|-26716|3
1110|12538|19924|3
1111|15202|17195|3
1112|-18939|-17467|3
1113|-22123|7647|3
1114|5855|12816|3
1115|11793|-3606|3
1116|12394|9134|3
1117|2249|20726|3
1118|3757|-26234|3
1119|13302|-11625|3
1120|24050|-20629|3
1121|8292|-9217|3
1122|-10212|-8308|3
1123|-21370|-12898|3
1124|22439|13912|3
1125|8808|12359|3
1126|-2498|-3707|3
1127|8109|20620|3
1128|1193|6662|3
1129|6673|12631|3
1130|-9003|23511|3
1131|25268|1696|3
1132|17171|18566|3
1133|15835|-23563|3
1134|7779|-5527|3
1135|-22039|-15001|3
1136|12068|-1220|3
1137|8903|-22786|3
1138|-15859|4505|3
1139|4243|26527|3
1140|-554|-21411|3
1141|18207|-24345|3
1142|17030|-7910|3
1143|-7048|-20598|3
1144|20277|11618|3
1145|18210|-6992|3
1146|-7153|14136|3
1147|18784|14276|3
1148|13286|17000|3
1149|-11604|5792|3
1150|16077|9021|3
1151|12641|886|3
1152|7549|4651|3
1153|-13218|20873|3
1154|9208|8425|3
1155|63|-15656|3
1156|-26490|-17394|3
1157|22083|-18543|3
1158|-4041|-7989|3
1159|18091|17219|3
1160|204|-5577|3
1161|19740|8253|3
1162|-1556|-26147|3
1163|6369|-5655|3
1164|-21021|-13241|3
1165|14427|-562|3
1166|19892|-15455|3
1167|-10448|7871|3
1168|-13990|2838|3
1169|-25538|-23170|3
1170|16934|-22174|3
1171|-11121|-1655|3
1172|23336|-10997|3
1173|-24382|-5575|3
1174|-12678|18359|3
1175|-11718|16840|3
1176|-3272|5693|3
1177|-17732|22852|3
1178|21954|18368|3
1179|-20316|-1047|3
1180|-162|-3003|3
1181|6520|23481|3
1182|-15344|18104|3
1183|3963|18886|3
1184|11673|21148|3
1185|9691|-22734|3
1186|15326|-17102|3
1187|-13486|-26240|3
1188|-9309|23650|3
1189|2247|5958|3
1190|17473|-23408|3
1191|21231|3862|3
1192|11774|-8203|3
1193|1146|-7933|3
1194|-6477|8662|3
1195|13110|-20953|3
1196|-3408|6388|3
1197|19256|5836|3
1198|-10721|-14698|3
1199|17323|-14204|3
1200|-7876|-1645|3
1201|-25895|18873|3
1202|-15344|-13478|3
1203|4612|5119|3
1204|21633|-8325|3
1205|25008|6379|3
1206|15631|-22375|3
1207|-14406|-10672|3
1208|-22149|17083|3
1209|-25131|-21127|3
1210|-7987|-343|3
1211|-328|20914|3
1212|10488|13003|3
1213|-5888|-20239|3
1214|15941|11230|3
1215|-16241|-9560|3
1216|-5431|18844|3
1217|-1120|-670|3
1218|-6093|-2665|3
1219|4288|4076|3
1220|5758|-24248|3
1221|-19859|-8649|3
1222|-3345|14761|3
1223|8002|-1687|3
1224|7427|-19564|3
1225|18473|7737|3
1226|14022|-18007|3
1227|25411|5194|3
1228|-19029|23695|3
1229|-13740|-20156|3
1230|-16341|-12896|3
1231|-282|-12999|3
1232|21406|865|3
1233|23347|140|3
1234|20859|-7851|3
1235|24558|-20565|3
1236|23189|-11892|3
1237|21054|-23987|3
1238|-4216|-26510|3
1239|19036|3118|3
1240|20735|8754|3
1241|8278|-26127|3
1242|14633|-14130|3
1243|-2201|-21230|3
1244|22831|-19492|3
1245|-1909|19391|3
